"Aspergillus_flavus","Fungi,Ascomycota,None,None,None,Candida,Candida_parapsilosis",4
"Aspergillus_flavus","Fungi,Ascomycota,None,None,None,Aspergillus,Aspergillus_flavus",3
"Aspergillus_flavus","Fungi,Ascomycota,None,None,None,Penicillium,Penicillium_chrysogenum",1
"Aspergillus_flavus","Fungi,Ascomycota,None,None,None,Botrytis,Botrytis_cinerea",1
"Aspergillus_fumigatus","Fungi,Ascomycota,None,None,None,Candida,Candida_parapsilosis",24
"Aspergillus_fumigatus","Fungi,Ascomycota,None,None,None,Candida,Candida_tropicalis",8
"Aspergillus_fumigatus","Fungi,Ascomycota,None,None,None,Aspergillus,Aspergillus_fumigatus",3
"Aspergillus_fumigatus","Fungi,Ascomycota,None,None,None,Pichia,Pichia_membranifaciens",1
"Asteroma_sp_CCL060","Fungi,Ascomycota,None,None,None,Candida,Candida_parapsilosis",1
"Austropuccinia_psidii","Fungi,Basidiomycota,None,None,None,Austropuccinia,Austropuccinia_psidii",160
"Blastobotrys_proliferans","Fungi,Ascomycota,None,None,None,Wickerhamomyces,Wickerhamomyces_anomalus",33
"Blastobotrys_proliferans","Fungi,Ascomycota,None,None,None,Yarrowia,Yarrowia_lipolytica",1
"Botrytis_cinerea","Fungi,Ascomycota,None,None,None,Botrytis,Botrytis_cinerea",13
"Botrytis_fabae","Fungi,Ascomycota,None,None,None,Botrytis,Botrytis_cinerea",11
"Candida_caryicola","Fungi,Ascomycota,None,None,None,Candida,Candida_parapsilosis",2
"Candida_caryicola","Fungi,Ascomycota,None,None,None,Geotrichum,Geotrichum_candidum",2
"Candida_caryicola","Fungi,Basidiomycota,None,None,None,Trichosporon,Trichosporon_asahii",2
"Candida_catenulata","Fungi,Ascomycota,None,None,None,Pichia,Pichia_membranifaciens",2
"Candida_dubliniensis","Fungi,Ascomycota,None,None,None,Candida,Candida_dubliniensis",92
"Candida_dubliniensis","Fungi,Basidiomycota,None,None,None,Trichosporon,Trichosporon_asahii",1
"Candida_dubliniensis","Fungi,Ascomycota,None,None,None,Candida,Candida_tropicalis",6
